,x,y,labels
2072,-38.024002,42.850216,defence
2073,-35.016212,-30.816269,defend
2074,-38.596027,42.77157,defending
2075,-37.86383,-30.007843,defense
2076,-17.890963,7.959673,defensive
2077,18.067308,-2.174365,definately
2078,11.468146,17.074467,definatly
2079,-15.50417,-26.917841,define
2080,-15.691036,-26.906572,defined
2081,11.614083,16.744698,definetly
2082,-13.206231,-6.3513503,definite
2083,34.961945,-40.355747,definitely
2084,-15.577702,-27.024914,definition
2085,10.948618,19.148579,definitly
2086,-5.7726183,-30.48133,degree
2087,-51.395092,-38.49526,degrees
2088,16.666628,70.49402,del
2089,-20.65372,2.7218573,delay
2090,-26.834986,11.418394,delayed
2091,7.1789246,-33.986233,delete
2092,7.505666,-33.534756,deleted
2093,-36.042267,-1.4729631,delicate
2094,-70.56092,28.385796,delicious
2095,-32.42681,-13.962234,delight
2096,-31.291925,-9.282781,deliver
2097,-31.400953,-9.261788,delivered
2098,-26.668245,-2.1963308,delivery
2099,-9.252638,-56.744007,dell
2100,26.31363,58.333843,dem
2101,-21.471457,-36.124496,demand
2102,-15.062971,-0.74319196,demanded
2103,-19.404324,-8.158962,demanding
2104,-18.433586,-10.742518,demands
2105,-23.331148,17.76009,demo
2106,-40.933636,-28.346857,democracy
2107,-48.8508,-30.835394,democrat
2108,-49.36091,-31.097088,democratic
2109,-48.67599,-31.204216,democrats
2110,-32.910385,25.210049,demon
2111,-36.268875,-35.670616,demons
2112,62.30981,13.556604,den
2113,-19.06857,-15.464062,denial
2114,-29.84894,-24.283968,denied
2115,-1.2046074,51.686665,dennis
2116,10.294997,21.871344,dentist
2117,-16.476233,57.954113,denver
2118,-17.489336,-32.301517,deny
2119,-27.146563,-35.52713,department
2120,-12.998422,-16.75113,depend
2121,-10.711182,-14.473609,dependent
2122,-10.08107,-39.436165,depending
2123,7.4318504,-21.63708,depends
2124,-4.562777,58.473846,depp
2125,42.513424,-11.157733,depressed
2126,11.873614,-2.4030242,depressing
2127,-28.571795,-45.4809,depression
2128,-12.260105,-4.322542,deprived
2129,-10.562698,-19.941975,depth
2130,-37.63575,-38.725407,depths
2131,26.082178,60.042202,der
2132,-5.789117,28.49478,derby
2133,56.64474,16.79932,dere
2134,7.4525533,54.87166,derek
2135,20.028334,67.45238,des
2136,-2.3635125,-19.92377,described
2137,-2.7257817,-19.155203,describes
2138,-8.5071535,-21.784744,describing
2139,-6.61982,-20.633745,description
2140,-42.319424,-46.42321,desert
2141,-30.861591,12.834044,deserted
2142,16.012505,-47.375446,deserve
2143,5.7178063,1.3598764,deserved
2144,5.714193,1.3502682,deserves
2145,-4.6238914,-38.12431,design
2146,-5.6967425,-39.11025,designed
2147,-22.775818,-3.7659724,designer
2148,-0.61874557,-29.042593,designing
2149,10.765254,-53.20183,desire
2150,-14.554414,-14.19208,desired
2151,-32.693207,-42.778934,desires
2152,19.74617,-30.349634,desk
2153,-6.19701,-55.95724,desktop
2154,-35.514328,-40.671806,despair
2155,4.8369565,-12.442538,desperate
2156,5.358794,-12.763447,desperately
2157,-6.3309226,-7.1010857,despise
2158,27.309034,-44.41031,despite
2159,-68.10903,22.447678,dessert
2160,-29.436687,12.224305,destination
2161,-9.490042,-10.557807,destined
2162,-36.73516,-36.77002,destiny
2163,-32.92237,-30.268274,destroy
2164,-33.444073,-29.39211,destroyed
2165,-22.729872,-16.201014,destroying
2166,-32.852943,-30.196884,destruction
2167,-9.201283,-24.360237,detailed
2168,14.063684,-36.755013,details
2169,4.9372387,19.086506,detention
2170,-14.005248,-13.537863,determination
2171,-15.134734,-36.220303,determine
2172,-10.359853,-41.735416,determined
2173,-14.22693,57.43989,detroit
2174,-16.805029,-38.445965,develop
2175,-11.97235,-39.674854,developed
2176,-18.237223,-38.593212,developing
2177,-9.031813,-49.960857,development
2178,-24.92986,2.0996244,device
2179,12.968853,-27.917217,devil
2180,-11.029483,52.634796,devils
2181,8.717361,40.946777,devon
2182,-5.146583,-25.026733,devoted
2183,-70.471306,16.364166,dew
2184,57.426006,13.788169,dey
2185,57.90698,50.48212,di
2186,-23.72344,4.9022117,dial
2187,-7.3005514,-20.503572,dialogue
2188,-50.797054,-43.45646,diamond
2189,-50.619267,-43.459526,diamonds
2190,15.59987,47.656487,diana
2191,2.1069255,47.57195,diane
2192,-19.120245,28.280617,diaries
2193,17.136545,-0.56413156,diary
2194,15.347721,68.11178,dice
2195,-3.2312331,53.845295,dick
2196,-2.8108025,-22.750328,dictionary
2197,56.66212,-39.499165,did
2198,30.821058,-36.006336,didn
2199,55.764694,-26.273891,didnt
2200,39.12441,-50.37312,die
2201,34.381996,-53.25907,died
2202,-14.728895,58.23045,diego
2203,4.44065,-16.624655,dies
2204,-71.71629,17.972542,diet
2205,50.17947,24.382065,diff
2206,15.111885,-43.64694,difference
2207,-18.21113,-26.704247,differences
2208,45.02894,-42.850166,different
2209,-15.122502,-24.76678,differently
2210,23.72025,-41.65569,difficult
2211,-15.029219,-7.7602754,difficulties
2212,-14.777357,-10.096037,difficulty
2213,-52.009663,-0.24806413,dig
2214,-43.600685,-1.0744641,digging
2215,-7.678297,-59.199505,digital
2216,-10.921354,9.568803,digits
2217,-11.083721,-11.463548,dignity
2218,2.2285988,18.44775,dilapidatedshack
2219,-8.978298,4.776736,dilemma
2220,-48.986614,-44.322777,dim
2221,-44.740414,-5.2006044,dimitri
2222,56.348827,49.0374,din
2223,-60.853554,27.588203,diner
2224,39.151497,51.544403,ding
2225,-51.266506,6.508982,dining
2226,52.458775,-49.335392,dinner
2227,50.937702,32.454857,dint
2228,-65.89382,24.216885,dip
2229,-44.44305,18.862165,dipping
2230,-9.558085,-38.002705,direct
2231,-2.4104016,-19.794535,directed
2232,16.850525,-22.679298,direction
2233,17.912392,-11.275294,directions
2234,3.1237638,-44.727116,directly
2235,-5.6430273,52.36179,director
2236,-43.228546,-49.97736,dirt
2237,38.61852,-18.045076,dirty
2238,58.048046,12.299725,dis
2239,-22.838657,-20.39434,disabled
2240,-18.230713,-29.009182,disagree
2241,-40.983833,-39.903973,disappear
2242,-37.833424,-1.8265663,disappeared
2243,8.948165,-4.688609,disappointed
2244,3.6980062,-2.0142455,disappointing
2245,-1.889401,-10.8468075,disappointment
2246,-18.169764,-7.204429,disaster
2247,-23.066559,17.769928,disc
2248,-10.6228695,-9.446354,discipline
2249,-13.828445,-21.317106,disclaimer
2250,-21.785866,38.210102,disco
2251,-43.858593,14.033874,discount
2252,7.4147034,-47.503273,discover
2253,24.816774,-38.25533,discovered
2254,-23.261368,-5.0403767,discovery
2255,-25.077532,-26.744831,discrimination
2256,-15.390155,-44.89999,discuss
2257,-15.099761,-44.961124,discussed
2258,-15.193234,-44.95919,discussing
2259,-15.527636,-44.96085,discussion
2260,-16.801355,-21.74148,discussions
2261,-42.577587,-18.424095,disease
2262,-31.788979,-12.561509,disguise
2263,-7.212851,-6.5766373,disgust
2264,-0.6527075,6.921799,disgusted
2265,-62.98621,9.311756,disgusting
2266,-62.950718,25.266829,dish
2267,-55.675255,5.8139286,dishes
2268,-9.249254,-56.321907,disk
2269,7.336544,-3.62192,dislike
2270,4.9941955,19.135195,dismissed
2271,25.509483,-2.6049335,disney
2272,-15.098387,26.19165,disneyland
2273,-42.133926,-16.539846,disorder
2274,3.0703843,-40.24682,display
2275,0.020161739,-32.891033,displayed
2276,-14.703503,-22.106417,disregard
2277,14.154261,13.230649,dissapointed
2278,16.434267,-24.342653,distance
2279,-41.05151,-40.195557,distant
2280,3.1049569,-6.4297214,distracted
2281,-17.673523,56.66526,district
2282,41.6656,20.499937,disturb
2283,-27.694094,38.005154,disturbed
2284,0.7704796,-11.832242,disturbing
2285,-0.34230778,18.336254,ditch
2286,12.707071,45.696102,ditched
2287,-35.39317,14.403952,dive
2288,-21.87024,-15.157839,divided
2289,-30.418869,-18.458437,divine
2290,-35.13693,14.621879,diving
2291,-14.177796,52.168953,division
2292,-24.38016,-31.491413,divorce
2293,-3.9097824,38.293755,divorced
2294,48.92699,28.202168,diz
2295,-58.37782,0.90980905,dizzy
2296,2.3539095,54.997604,dj
2297,32.42173,24.686453,dl
2298,52.30337,34.425785,dnt
2299,13.42972,14.455858,doc
2300,-37.24812,13.9526615,dock
2301,29.231655,4.602222,doctor
2302,-42.884293,-18.887386,doctors
2303,-1.5004373,-32.014988,document
2304,-18.875858,23.870977,documentary
2305,-1.495183,-31.99894,documents
2306,-34.046326,9.018326,dodge
2307,-22.7533,27.360731,dodgeball
2308,55.186256,-41.46698,does
2309,14.267878,-44.845955,doesn
2310,47.62745,-17.87954,doesnt
2311,39.04873,-19.46801,dog
2312,-42.4253,25.910717,dogs
2313,44.101303,27.799074,doin
2314,52.269886,-39.69663,doing
2315,-35.27744,22.71598,doll
2316,-3.0295792,-47.74515,dollar
2317,-3.1748745,-47.56594,dollars
2318,-28.692303,43.611324,dolls
2319,-37.8119,23.646324,dolphins
2320,1.0378491,-35.60343,domain
2321,46.283787,-37.974133,don
2322,-1.4507333,46.34167,donald
2323,-27.422028,-7.6269784,donate
2324,42.00813,55.117153,dong
2325,-13.584368,19.65903,donkey
2326,6.6232643,45.279884,donna
2327,-23.355669,27.885921,donnie
2328,53.591286,18.389778,donno
2329,53.58231,22.15364,dono
2330,57.000217,-36.28475,dont
2331,-65.660736,21.839071,donut
2332,-66.67755,22.513002,donuts
2333,-13.367387,20.989565,doo
2334,-26.382761,30.8689,doom
2335,-9.264713,-10.271422,doomed
2336,22.212603,-30.708464,door
2337,-15.650553,14.303487,doorbell
2338,18.581207,-24.06319,doors
2339,-3.112725,19.722755,dope
2340,13.343955,16.619946,dork
2341,-11.527279,23.762775,dorm
2342,38.62613,16.027573,dose
2343,6.611385,16.443432,dosent
2344,-7.356924,20.371405,dot
2345,-48.15512,13.493835,dots
2346,32.282707,-31.211895,double
2347,-4.495436,29.869638,doubles
2348,31.462366,-42.148594,doubt
2349,-6.106883,-10.840953,doubts
2350,-9.994092,32.92542,douche
2351,1.4063022,50.91404,doug
2352,-67.21069,21.585825,dough
2353,-11.421037,32.8891,dougie
2354,-39.066864,-3.6535213,dove
2355,-34.87022,13.936552,downhill
2356,-5.4409065,-58.308495,download
2357,-5.7656245,-58.35654,downloaded
2358,-5.9026756,-58.248787,downloading
2359,-6.0727587,-56.909092,downloads
2360,-1.3668247,-6.6595845,downs
2361,14.376425,-18.294628,downstairs
2362,23.96356,-10.778688,downtown
2363,-29.078772,1.4338357,dozen
2364,-8.7672,34.710247,dr
2365,-23.56712,-11.1229515,draft
2366,16.617298,-10.774599,drag
2367,16.683992,-14.188303,dragged
2368,-45.086445,-1.2181151,dragging
2369,-32.084873,24.479345,dragon
2370,-31.482582,25.518518,dragons
2371,-41.06999,-6.8369904,drain
2372,-1.522689,-9.414437,drained
2373,35.71164,-37.34839,drama
2374,-0.9884304,-17.642078,dramatic
2375,-72.23322,17.02869,drank
2376,23.098473,-18.074057,draw
2377,-50.063328,9.112232,drawer
2378,23.09721,-18.05773,drawing
2379,1.7920803,-28.343504,drawings
2380,6.94766,-49.26981,drawn
2381,-34.420013,-2.783615,draws
2382,-1.5769949,-8.409995,dread
2383,18.634977,9.345887,dreaded
2384,18.24085,9.9421,dreading
2385,37.617416,-48.564037,dream
2386,3.7287724,-10.555112,dreamed
2387,17.182856,-54.962105,dreaming
2388,20.302193,-53.92243,dreams
2389,3.8812776,-10.620598,dreamt
2390,-57.445286,2.9595716,drenched
2391,-71.40685,-9.3890505,dress
2392,-70.81232,-9.125863,dressed
2393,-50.293354,9.098764,dresser
2394,-68.63835,-6.4235883,dresses
2395,-56.440247,27.15042,dressing
2396,59.832966,-8.324395,drew
2397,-60.701412,8.956494,dried
2398,-41.38071,-40.211426,drift
2399,-42.41288,-4.916403,drifted
2400,-41.529713,-40.267365,drifting
2401,0.62439376,26.399178,drill
2402,-0.26880264,26.85252,drills
2403,-73.3957,18.105352,drink
2404,-73.36638,17.460192,drinking
2405,-72.97294,18.225977,drinks
2406,-56.611786,1.7257786,dripping
2407,38.29878,-27.893448,drive
2408,-29.610384,-14.352061,driven
2409,19.367752,-9.971349,driver
2410,19.061005,-8.799423,drivers
2411,18.392675,-10.689672,drives
2412,-36.255657,10.705774,driveway
2413,38.160053,-27.732672,driving
2414,-11.293709,15.9202585,drool
2415,34.062428,-31.259592,drop
2416,40.136433,-28.197247,dropped
2417,16.144527,-10.836108,dropping
2418,-40.47167,-4.9795938,drops
2419,37.56964,-25.608978,drove
2420,-37.81481,-40.84845,drown
2421,-39.046646,-4.539456,drowned
2422,-37.771244,-40.857956,drowning
2423,6.682357,17.842314,drowsy
2424,-29.568552,-33.23251,drug
2425,-29.6512,-33.32508,drugs
2426,-17.597109,42.71918,drum
2427,-20.074118,43.17931,drummer
2428,-19.265808,43.581,drums
2429,45.730293,-16.558647,drunk
2430,2.7257867,11.217257,drunken
2431,-41.25579,-50.944244,dry
2432,-54.281155,7.0248823,dryer
2433,-25.563728,17.019728,ds
2434,24.743547,60.727306,du
2435,-24.577353,2.1512864,dual
2436,-42.516567,23.927376,duck
2437,-40.14992,22.960135,ducks
2438,-48.30641,9.452392,duct
2439,48.935825,-15.825685,dude
2440,20.903332,17.008348,dudes
2441,-25.152428,45.14329,duff
2442,-43.607666,-0.94465536,dug
2443,23.262316,16.00031,duh
2444,-53.56481,-21.035707,duke
2445,10.155014,-14.987618,dull
2446,4.3811073,22.308779,dum
2447,44.681225,-15.85506,dumb
2448,6.904669,7.066478,dumbass
2449,4.320656,11.998512,dumbest
2450,5.6347938,7.9000306,dump
2451,0.53089666,17.832796,dumped
2452,61.63595,13.088135,dun
2453,55.644886,-22.703985,dunno
2454,53.86946,20.630157,dunnoe
2455,56.89041,15.12648,duno
2456,42.04572,33.36966,dunt
2457,41.99506,55.35274,duo
2458,51.37907,24.84713,durin
2459,-41.771236,-44.38468,dust
2460,8.4842415,52.816803,dustin
2461,-40.69385,0.0754142,dusty
2462,-43.2537,33.518124,dutch
2463,-0.2821575,14.037274,duties
2464,-15.972268,-51.96226,duty
2465,24.548498,-1.7505552,dvd
2466,-20.810163,20.116138,dvds
2467,-34.747673,-37.887062,dwell
2468,-58.05121,13.523869,dye
2469,-57.434494,13.865597,dyed
2470,18.421385,-53.892403,dying
2471,3.6141825,55.35894,dylan
2472,-20.657269,27.464937,dynamite
2473,15.098229,22.734224,dynamitedg
2474,8.78939,2.5636933,eachother
2475,-14.655061,0.13800192,eager
2476,-68.87021,-5.6836643,eagle
2477,-32.550243,-56.07113,ear
2478,39.64626,-36.2542,earlier
2479,-7.3563447,7.8032327,earliest
2480,50.063087,-23.711647,early
2481,-28.203035,-7.8953667,earn
2482,-28.19308,-8.022408,earned
2483,-72.816025,-3.7489817,earrings
2484,-32.653793,-56.05491,ears
2485,18.800995,-50.66758,earth
2486,-33.42351,-38.446476,ease
2487,22.028154,-39.86748,easier
2488,18.062632,1.5171176,easiest
2489,28.56982,-45.635326,easily
2490,27.32278,-11.316512,east
2491,9.018405,26.346695,easter
2492,-42.828712,38.584843,eastern
2493,31.687452,-44.143055,easy
2494,52.229927,-49.05657,eat
2495,-71.06287,25.02165,eaten
2496,44.03695,34.908867,eatin
2497,-74.04839,23.383299,eating
2498,-60.750687,21.854235,eats
2499,-2.2379112,-44.113728,ebay
2500,-39.503876,-36.62221,echo
2501,-25.724585,-39.81833,economic
2502,39.59601,3.9300318,economics
2503,-25.535542,-39.89387,economy
2504,43.76615,11.914329,econs
2505,-11.470576,18.095135,ect
2506,26.591501,8.56499,ed
2507,1.4120837,52.127323,eddie
2508,19.848352,-27.560236,edge
2509,7.43995,-34.3508,edit
2510,4.071314,-32.435093,edited
2511,2.4289591,-34.16147,editing
2512,-24.615177,18.178492,edition
2513,-2.6019645,-29.410622,editor
2514,-17.93678,-25.836523,educated
2515,-19.14187,-48.77371,education
2516,-19.445978,-39.578606,educational
2517,24.334229,37.159428,edward
2518,-50.472866,-30.424095,edwards
2519,26.96801,31.421892,ee
2520,7.456403,21.158617,eek
2521,9.026383,67.65235,een
2522,2.5084245,-48.734974,effect
2523,-16.233946,-37.466595,effective
2524,-21.385286,-13.267212,effectively
2525,2.4201531,-48.740654,effects
2526,-26.839554,-2.780052,efficient
2527,15.646656,-45.2386,effort
2528,-21.13516,-37.901665,efforts
2529,-70.10059,26.07133,egg
2530,-70.11054,25.957586,eggs
2531,-7.7288322,-12.130763,ego
2532,53.56647,-11.584471,eh
2533,17.355412,19.037807,ehh
2534,-15.129073,3.0531578,eighteen
2535,16.56406,4.784154,eighth
2536,17.983173,39.477165,eileen
2537,26.771677,60.78586,ein
2538,-16.092922,5.8243356,einstein
2539,16.705399,70.46445,el
2540,-1.5646057,-0.825551,elaborate
2541,-56.644867,-6.8456993,elbow
2542,15.392196,36.18271,elder
2543,-1.948839,43.343582,eleanor
2544,-49.172466,-29.715023,elected
2545,-48.495995,-30.801338,election
2546,-46.771313,-29.860888,elections
2547,-17.448507,41.130413,electric
2548,-36.50366,-10.316092,electricity
2549,-24.74795,2.354587,electronic
2550,23.36261,3.4918852,electronics
2551,-18.165195,-19.044907,element
2552,17.159483,5.2141314,elementary
2553,-16.724218,-19.049725,elements
2554,-42.629436,21.29614,elephant
2555,-42.364624,2.5651596,elevator
2556,-27.788559,24.108156,elf
2557,4.254347,42.32651,eli
2558,6.733442,43.509136,elise
2559,-21.722582,9.266796,elite
2560,-2.3017201,53.476883,elizabeth
2561,16.527193,69.278404,ella
2562,9.881077,49.21438,ellen
2563,1.2220775,44.824722,elliot
2564,-1.1646242,-5.063114,elses
2565,-27.13258,39.97815,elvis
2566,51.943146,-15.832667,em
2567,8.457821,-36.563423,email
2568,13.6953125,31.066347,emailed
2569,7.6036296,-36.72588,emails
2570,-0.49838713,8.234414,embarassed
2571,-0.41681543,8.401995,embarassing
2572,-0.4489357,8.01666,embarrassed
2573,-0.20732617,7.1548696,embarrassing
2574,-37.016483,-39.32956,embrace
2575,-29.85674,5.186398,emergency
2576,60.78886,-1.1586823,emily
2577,-26.138268,44.407673,eminem
2578,17.693447,52.77345,emma
2579,-22.922783,47.777176,emo
2580,6.135213,-53.305126,emotion
2581,3.6602988,-53.383587,emotional
2582,-2.19715,-13.5133095,emotionally
2583,6.1371717,-53.32456,emotions
2584,-42.295048,35.986465,empire
2585,-26.583666,-4.755393,employee
2586,-26.481318,-4.751668,employees
2587,-36.454865,-40.131306,emptiness
2588,18.004042,68.33862,en
2589,-52.987488,-19.892303,encounter
2590,-17.243773,-2.847528,encountered
2591,-11.727476,-31.687082,encourage
2592,-17.548073,-24.666748,encouraged
2593,-4.3633084,-6.439062,encouragement
2594,-9.987079,-7.3033495,encouraging
2595,52.875473,-40.061436,end
2596,43.137733,-32.63965,ended
2597,30.894348,-34.72548,ending
2598,-38.772705,-41.196316,endless
2599,30.691456,-34.295605,ends
2600,-4.274134,-10.344732,endure
2601,-34.80285,-30.90888,enemies
2602,-34.2257,-30.903286,enemy
2603,-6.1223097,-1.1864686,energetic
2604,27.419783,-48.060867,energy
2605,44.35573,11.62577,eng
2606,-13.16085,0.6716286,engaged
2607,-9.234732,-54.285587,engine
2608,21.614382,5.1326976,engineering
2609,-42.457436,42.479332,england
2610,45.20252,2.6468186,english
2611,36.31403,-41.367546,enjoy
2612,17.48573,-3.8552709,enjoyable
2613,18.746449,-4.2658978,enjoyed
2614,17.940119,-4.1671286,enjoying
2615,-12.849245,-5.1749363,enjoyment
2616,-11.073989,-2.4836323,enjoys
2617,-38.335224,2.8573878,enormous
2618,1.2514912,30.72243,ensemble
2619,-20.955137,-38.167965,ensure
2620,53.63789,36.37367,ent
2621,6.953222,-45.625546,enter
2622,15.208539,-20.832338,entered
2623,-17.58619,0.9249525,entering
2624,39.048393,17.87297,entertain
2625,-1.5764157,5.726584,entertained
2626,19.917065,-2.989183,entertaining
2627,10.065662,-30.219284,entertainment
2628,-9.674878,-2.9363828,enthusiastic
2629,37.055935,-39.25908,entire
2630,11.460624,-44.730637,entirely
2631,-3.5267975,-27.17463,entitled
2632,19.204048,-12.8098135,entrance
2633,11.64791,-33.060173,entries
2634,12.164471,-33.590687,entry
2635,48.838913,25.42579,enuf
2636,49.116856,24.797028,enuff
2637,-18.008144,-39.00516,environment
2638,-19.5953,-38.57127,environmental
2639,-3.9281683,-10.338652,envy
2640,-25.21245,31.82857,epic
2641,24.34291,-2.9980507,episode
2642,24.664104,-2.9384592,episodes
2643,-17.33205,-30.410856,equal
2644,-23.383066,-27.78056,equality
2645,-1.0615634,-16.351173,equally
2646,-27.740887,-1.3731899,equipment
2647,-18.31117,-4.3523226,equivalent
2648,47.06655,35.579914,er
2649,15.7806015,69.410034,era
2650,-5.301141,0.9409776,erase
2651,-5.308029,0.9437509,erased
2652,52.270893,36.40069,ere
2653,61.176357,-4.8279743,eric
2654,13.774212,52.60823,erica
2655,20.80574,56.968754,erik
2656,10.113395,46.035908,erika
2657,3.9024177,60.09101,erin
2658,52.756847,15.981349,erm
2659,33.72747,28.377193,err
2660,10.525638,35.45715,errands
2661,2.83371,-36.59656,error
2662,-1.9682664,-24.14848,errors
2663,24.827457,33.443043,errr
2664,25.089764,61.549515,es
2665,12.9617815,-50.34967,escape
2666,-36.974712,3.5297828,escaped
2667,52.308277,19.140423,esp
2668,44.85702,-42.378628,especially
2669,-12.2193365,51.81407,espn
2670,40.227352,6.08163,essay
2671,39.37252,5.7753396,essays
2672,-19.334951,-19.031233,essence
2673,-16.235205,-17.739487,essential
2674,-12.220235,-30.305336,essentially
2675,19.510672,67.98507,est
2676,-25.629402,-24.753056,established
2677,-53.34193,-21.060537,estate
2678,-10.95591,-12.027952,esteem
2679,19.725258,68.047005,et
2680,-36.783165,-35.787815,eternal
2681,-37.583458,-36.15184,eternity
2682,17.186079,69.25839,eu
2683,19.920372,43.649788,eugene
2684,-41.394505,43.54105,euro
2685,-43.893463,39.963814,europe
2686,-43.58636,39.382942,european
2687,49.424057,32.87032,eva
2688,9.0635605,50.59555,evan
2689,-29.193478,45.90324,evanescence
2690,9.576328,27.468231,eve
2691,45.109497,-23.222334,evening
2692,33.57792,-8.319514,event
2693,17.260187,14.182945,eventful
2694,19.58108,-39.714203,events
2695,36.57358,-30.994106,eventually
2696,46.041306,-19.471182,everybody
2697,49.672134,-21.699398,everyday
2698,25.510204,14.253215,everyones
2699,14.816958,18.83452,everythings
2700,37.173256,-12.06948,everytime
2701,-14.623405,-37.476192,evidence
2702,33.134293,-52.579655,evil
2703,-12.843583,-24.830973,evolution
2704,-53.018303,21.181162,ew
2705,62.94229,47.616688,ewan
2706,-52.96892,21.035063,eww
2707,-52.950584,20.954327,ewww
2708,46.153526,23.85399,ex
2709,26.115921,-17.61736,exact
2710,35.445736,-40.936607,exactly
2711,43.87272,4.7705455,exam
2712,21.431084,7.5263205,examination
2713,19.101437,-41.925438,example
2714,-11.503289,-29.414726,examples
2715,43.919106,4.8072596,exams
2716,20.69572,3.5281644,excel
2717,20.701712,-4.2061553,excellent
2718,5.6084104,-2.5790908,exception
2719,-22.520567,-20.762775,exceptions
2720,-42.725212,-15.006564,excessive
2721,-5.7988067,-45.7791,exchange
2722,19.439898,36.407726,exchanged
2723,44.44849,-25.379564,excited
2724,4.5306244,-15.138044,excitement
2725,44.005066,-22.986189,exciting
2726,-16.274115,-5.1723905,excluding
2727,40.038113,-14.692086,excuse
2728,0.43781948,-4.609396,excuses
2729,-14.535118,31.1607,exe
2730,-33.7095,-21.361015,executive
2731,18.089127,-6.7353187,exercise
2732,17.104,-5.1572976,exhausted
2733,-19.5158,-32.557884,exist
2734,-21.370867,-16.707094,existed
2735,-19.678501,-32.66104,existence
2736,-15.919301,-18.432682,existing
2737,-19.39977,-32.368668,exists
2738,19.467068,-13.012715,exit
2739,-35.774887,25.482676,exotic
2740,-16.758589,-17.301989,expand
2741,31.801159,-42.248768,expect
2742,-10.025676,-11.490775,expectations
2743,21.313015,-37.458282,expected
2744,29.241302,-16.781212,expecting
2745,-7.783878,-8.437455,expects
2746,-1.497148,-47.24971,expensive
2747,28.156624,-44.846207,experience
2748,-9.190297,-26.324034,experienced
2749,-9.316363,-26.351368,experiences
2750,-39.403805,-16.378105,experiencing
2751,-7.600887,-27.54217,experiment
2752,-20.944576,-5.4977984,expert
2753,31.043295,-41.51224,explain
2754,1.9256248,-20.820623,explained
2755,1.7851231,-20.956974,explaining
2756,-2.2671804,-19.483637,explains
2757,-11.293439,-24.862616,explanation
2758,-40.85558,-6.637232,explode
2759,-44.38106,4.8025885,exploded
2760,-12.972877,-9.348969,explore
2761,-4.530578,-55.73271,explorer
2762,-37.379585,-6.039143,explosion
2763,-37.169357,-12.525672,exposed
2764,13.258043,-40.244106,express
2765,-17.784801,-23.167542,expressed
2766,-8.2100115,-14.177046,expressing
2767,6.5590467,-50.19097,expression
2768,-19.22552,-11.099837,extend
2769,14.868962,-8.991254,extended
2770,-4.547577,-35.199852,extension
2771,-14.224942,-28.04454,extent
2772,32.379948,-31.23769,extra
2773,-53.515728,-20.41062,extraordinary
2774,4.7431035,-52.518726,extreme
2775,34.391937,-38.662163,extremely
2776,-2.6907299,15.526906,exun
2777,25.657375,-58.804325,eye
2778,-55.73835,12.594098,eyebrow
2779,-55.382565,12.439447,eyebrows
2780,-34.736584,22.217497,eyed
2781,26.102997,-57.075726,eyes
2782,41.345695,55.31513,fa
2783,18.190239,31.604208,fab
2784,-64.22661,0.66961753,fabric
2785,2.2298596,28.879925,fabulous
2786,26.405745,-57.32387,face
2787,-0.8531176,-12.42386,faced
2788,16.55231,-56.494007,faces
2789,-55.779545,12.003209,facial
2790,15.23672,-22.317856,facing
2791,47.286713,-42.09329,fact
2792,-13.903294,-34.26788,factor
2793,-18.421825,-36.45302,factors
2794,-41.46716,13.151101,factory
2795,-13.945617,-30.16953,facts
2796,-40.79223,-41.275547,fade
2797,-49.380898,-45.508293,faded
2798,-39.050762,-39.694984,fades
2799,-41.942364,-40.51159,fading
2800,7.3722415,9.354578,fag
2801,6.6812863,9.396559,faggot
2802,-18.906532,23.758318,fahrenheit
2803,43.861485,-0.19313394,fail
2804,23.159792,-43.499702,failed
2805,41.183228,0.44460756,failing
2806,-10.137515,-10.574592,fails
2807,-24.694262,-46.700127,failure
2808,-41.055325,-38.974606,faint
2809,34.077415,-35.830788,fair
2810,22.475607,-36.668087,fairly
2811,-29.309107,29.483871,fairy
2812,10.443539,-56.072308,faith
2813,-29.307777,-17.776037,faithful
2814,39.7718,-17.36656,fake
2815,38.94349,-50.30797,fall
2816,18.189013,-56.086426,fallen
2817,41.36281,36.15282,fallin
2818,22.197853,-58.107117,falling
2819,17.829092,-21.3336,falls
2820,-17.252127,-31.967363,false
2821,12.303383,36.7593,fam
2822,-29.565317,-12.294108,fame
2823,8.086533,-11.703692,familiar
2824,-22.397532,-37.86721,families
2825,46.926746,-35.52442,family
2826,26.888079,-5.390216,famous
2827,55.973793,-4.9742227,fan
2828,10.239426,-17.12152,fancy
2829,-18.9806,28.715689,fanfiction
2830,44.199455,55.833008,fang
2831,18.900898,-35.835613,fans
2832,20.271074,-3.9926732,fantastic
2833,25.131683,-3.9546247,fantasy
2834,46.89014,-40.780388,far
2835,-11.709714,2.123864,fare
2836,24.733,22.797346,farewell
2837,-38.890953,21.901329,farm
2838,-41.89378,20.100843,farmer
2839,-49.843575,18.97431,fart
2840,-35.428043,2.2894924,farther
2841,-8.244689,-22.13626,fascinating
2842,8.76153,-17.90469,fashion
2843,-17.937578,13.658414,fashioned
2844,34.9105,-32.17841,fast
2845,21.165745,-17.418427,faster
2846,-34.42781,5.228125,fastest
2847,39.134933,-19.040228,fat
2848,13.131259,-48.462597,fate
2849,35.49583,-51.216385,father
2850,9.754572,1.0020366,fathers
2851,-15.285656,33.59229,faulkner
2852,38.136353,-12.772575,fault
